person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
10357,D,D,A,,A,A,A,D,A,F,A,,A,A,,A
10360,,A,A,D,D,F,F,F,A,,,D,D,A,A,D
10361,A,A,,,,A,,A,A,A,A,A,D,D,A,A
10363,A,F,F,D,A,,C,A,A,A,A,A,,A,A,A
10364,,F,,D,,A,A,A,,A,D,A,A,D,A,
10365,A,A,A,D,D,A,D,D,F,,A,A,A,A,D,
10366,D,,D,D,A,,F,D,A,A,A,A,,A,A,A
10368,D,,F,,,,A,D,A,D,,A,A,D,,
10369,,F,A,,A,,D,A,A,A,,A,,F,A,
10370,D,D,D,D,A,,D,F,A,A,A,A,,D,A,A
10372,F,A,C,,F,D,A,A,A,A,D,A,D,A,,A
10373,C,,A,,A,D,A,D,A,F,D,D,D,A,D,F
10374,D,A,D,,A,D,F,D,A,F,F,D,A,A,D,A
10376,A,,D,A,,D,A,A,,,A,D,D,,A,A
10377,,A,F,,,A,,A,,A,A,A,D,A,D,D
10379,D,D,A,A,A,D,,,C,A,,D,A,A,,A
10381,D,A,,A,,A,,D,A,,D,A,D,F,A,D
10382,,,A,A,A,,A,,,D,A,A,A,F,A,A
10383,D,A,,,A,A,A,,A,A,D,D,A,D,A,A
10385,A,A,,D,A,D,D,D,A,D,A,A,A,,A,A
10386,,A,A,,A,A,D,F,A,A,,,A,D,A,D
10387,D,,D,D,D,D,C,A,A,D,A,A,A,,A,F
10389,,D,A,A,A,F,A,F,D,F,,A,A,A,F,D
10391,F,A,A,A,,A,F,A,F,A,D,D,,A,A,F
10392,D,A,D,D,A,D,A,A,A,D,,D,,A,A,
10394,A,A,F,A,A,,F,,F,A,F,,D,,A,
10396,F,D,D,A,D,C,A,A,,,A,D,A,A,,A
10398,A,A,A,A,A,,D,,A,A,A,D,A,,A,D
10400,A,,F,D,A,A,A,F,D,D,A,A,A,D,,A
10401,D,A,A,,D,A,D,D,A,A,,D,D,D,,A
10402,F,F,,,,F,A,A,A,A,A,A,A,D,,A
10403,A,F,D,A,D,,D,D,A,A,C,A,A,D,F,A
10407,A,A,A,A,A,D,A,A,A,F,,F,A,D,A,D
10410,D,A,D,D,A,A,,A,A,,D,A,F,,A,A
10411,D,A,,A,A,F,A,D,F,A,D,,D,A,A,D
10413,A,A,,,,,D,A,D,D,A,D,A,D,,A
10414,F,A,A,A,A,D,D,A,A,,D,D,D,D,A,A
10417,,D,,D,D,A,,A,A,A,A,,D,,D,A
10418,D,D,A,D,,D,D,D,A,A,A,,A,A,A,A
10421,,D,,,,A,D,F,A,A,A,D,,D,A,A
10423,,,A,C,A,A,A,A,A,,,A,A,D,D,A
10424,A,,A,F,F,A,,D,A,,A,D,D,A,,C
10425,A,A,A,A,A,A,D,,A,,,C,D,A,,
10427,F,,,D,F,D,A,D,A,,A,A,A,A,A,A
10429,D,D,A,A,D,A,A,F,D,D,C,A,,A,F,C
10431,A,,D,,A,C,,,,D,A,A,,,,
10433,A,,A,,A,A,A,A,,,F,A,D,D,,D
10435,A,F,A,D,A,A,A,D,D,D,A,A,A,A,A,C
10436,A,D,A,,A,A,D,D,D,A,D,A,,A,A,A
10437,A,C,A,F,D,A,,,A,,A,D,D,D,A,D
10439,,F,,A,C,D,A,,,F,,D,A,A,D,D
10443,A,,A,,,A,A,D,D,D,,A,,D,D,C
10444,A,,,A,A,A,A,,,D,A,,,A,A,A
10445,,F,A,A,,F,D,A,A,F,D,A,A,D,,A
10448,A,D,D,A,D,D,,A,,A,,A,A,,D,A
10451,,D,A,D,A,,D,D,D,D,D,D,,A,A,A
10453,,F,A,A,,D,A,A,A,A,D,,,A,D,C
10455,F,A,,,,D,D,D,C,A,A,A,A,D,,F
10456,A,A,,D,A,D,,A,D,,D,A,A,F,A,A
10457,D,D,A,A,D,A,A,,D,A,,D,A,A,A,D
10458,D,D,D,,A,D,A,F,D,,A,A,A,,A,
10463,D,A,A,D,A,A,A,D,A,,D,D,,F,A,A
10464,A,D,A,,A,F,D,,D,D,A,A,D,,,D
10465,A,A,A,A,A,D,D,A,D,A,,A,D,D,A,D
10473,A,D,A,A,A,A,A,A,D,A,A,A,,A,D,A
10480,D,A,D,A,A,,A,A,A,D,D,A,A,F,,D
10481,A,D,A,D,,A,A,D,A,A,D,A,D,D,,
10482,A,A,A,,A,A,,D,A,A,,A,A,,A,
10484,,A,D,,,A,A,C,F,,D,A,A,D,A,A
10486,A,A,,A,D,,D,D,D,A,,D,D,A,A,A
10487,A,A,A,A,,D,D,A,A,D,F,A,,A,A,D
10489,,D,D,D,F,F,,D,A,C,F,A,A,D,A,A
10494,A,,D,D,A,,F,A,C,D,C,D,,D,A,A
10495,F,A,F,F,,A,A,A,A,,,A,,D,A,A
10496,,A,,A,A,,A,A,A,A,D,A,,A,,D
10498,A,F,A,A,A,C,D,A,F,A,A,D,D,A,,C
10499,,,A,D,A,,A,D,F,A,,A,,F,A,
10500,,A,A,,,,D,A,A,A,D,A,A,,D,A
10502,A,C,D,A,D,D,A,A,F,D,,A,D,D,,A
10503,A,A,A,D,D,A,A,A,,A,D,A,,A,,A
10504,D,A,A,D,,A,D,D,D,D,A,A,,,,A
10505,D,A,A,A,A,C,D,,A,,A,A,A,,A,
10506,,D,,,F,A,,A,A,D,,D,A,A,D,A
10508,D,D,D,A,D,D,A,D,A,D,A,A,,A,D,D
10509,D,,,A,,D,D,,A,,F,D,A,D,A,D
10512,,,D,F,A,D,A,,A,A,A,D,,D,A,A
10520,A,D,A,,A,F,C,F,,A,F,A,A,,F,D
10521,D,D,D,D,A,A,A,F,A,D,,A,A,D,A,
10523,A,D,F,A,D,A,A,D,A,D,D,A,A,A,A,D
10525,A,,,A,A,A,,A,A,D,A,D,A,A,A,A
10526,F,,,A,D,A,,A,A,D,,A,A,A,D,D
10527,A,A,D,D,D,D,A,A,A,A,D,D,,D,A,D
10530,D,F,A,D,A,,A,D,F,A,D,,,,,A
10531,D,F,,A,F,D,A,C,D,A,A,A,D,D,D,D
10532,D,A,D,D,A,A,D,A,A,A,A,F,,A,,
10533,,D,D,D,A,D,,,,A,,A,C,A,,A
10537,A,,,C,A,D,A,D,D,D,,A,A,D,F,
10539,A,A,D,D,D,A,F,D,A,F,D,D,D,D,A,D
10540,A,D,A,F,A,A,D,D,D,D,D,A,A,A,A,A
10542,,A,D,A,A,,A,D,A,A,A,A,A,A,A,A
10545,,D,A,C,A,A,A,C,A,,A,A,,A,F,
10546,A,F,D,A,A,A,A,,A,A,D,,A,F,D,
10547,F,A,A,A,F,A,,D,F,F,,D,A,A,A,A
10549,D,D,D,A,F,,D,A,F,D,A,A,A,A,A,A
10552,A,D,D,A,A,A,D,A,A,D,A,A,A,A,D,
10553,A,A,D,A,F,A,A,,,A,A,F,A,A,A,D
10555,A,A,D,A,A,,A,F,D,A,A,D,A,A,D,
10556,A,A,D,D,A,D,A,A,A,,C,,D,D,A,D
10560,A,,,A,D,A,D,A,A,,A,D,D,A,A,A
10567,,,D,C,A,F,A,,,A,A,A,A,A,A,A
10568,,A,D,A,F,A,,,A,,A,A,,A,D,
10570,C,A,,,A,,,D,D,D,A,,A,D,F,D
10572,A,A,A,A,A,A,A,A,A,A,A,D,A,D,A,A
10574,D,F,D,A,A,,A,C,D,D,D,,,,A,A
10575,A,A,A,D,,,D,,A,D,A,A,,,A,F
10577,A,D,,A,D,D,A,A,A,A,,A,D,A,,A
10579,A,A,D,C,A,A,D,D,D,A,A,A,A,D,A,A
10581,,D,D,D,F,A,D,A,A,A,A,,A,D,A,
10584,A,,,D,A,,A,C,D,A,,,A,A,A,
10586,A,A,A,A,A,D,D,,D,C,A,A,,,D,A
10588,D,A,A,D,A,D,A,,,D,A,D,D,A,,A
10591,,,A,A,A,D,D,A,,,A,,A,,A,D
10592,A,,F,A,A,A,D,A,D,D,,A,A,,D,F
10595,A,A,,D,,C,D,A,A,F,F,F,A,D,A,A
10596,F,A,C,F,D,D,D,A,,A,A,F,A,,D,A
10597,A,A,A,D,A,A,A,D,A,F,A,A,A,A,A,A
10598,A,D,F,A,A,C,,F,,,D,,D,A,A,A
10601,A,A,A,A,D,A,D,D,,D,F,F,,D,F,F
10602,D,A,D,A,A,,A,,A,F,A,F,F,,,A
10603,A,,D,F,,A,D,D,F,C,A,,D,A,A,A
10605,D,A,A,A,,A,A,A,,A,A,,A,A,D,A
10607,A,A,A,A,,A,F,A,A,A,D,A,A,A,F,D
10610,A,,F,A,A,D,D,D,,A,D,C,A,A,D,A
10611,D,D,,,,A,D,D,D,D,C,A,D,A,D,D
10612,,A,A,A,,A,C,A,A,D,A,A,A,,C,D
10613,D,A,D,,A,D,D,A,,A,A,F,D,A,A,A
10615,A,F,,A,A,A,A,D,A,D,D,,,A,D,A
10617,,A,A,A,D,,A,D,D,,A,,A,D,D,
10618,D,D,A,A,,A,A,A,A,D,,A,A,,A,A
10619,A,F,F,A,A,C,,F,A,D,,A,,A,,A
10621,,A,D,A,A,D,A,A,A,D,A,A,A,F,,F
10622,,D,A,A,A,A,A,A,,D,D,D,D,A,,A
10623,A,,,A,A,F,A,A,A,,D,A,A,,A,
10624,A,,A,,A,A,A,,F,A,D,,F,,F,A
10625,,A,A,D,A,F,F,A,,A,F,A,A,,F,F
10626,F,A,F,F,A,D,A,D,,A,F,A,A,A,,A
10629,D,,D,A,,A,A,A,A,A,A,A,D,,A,A
10630,A,,,,F,A,,D,,A,D,F,A,D,A,D
10631,D,,D,F,A,,A,A,D,A,A,D,A,A,F,A
10632,A,F,A,C,A,,A,A,A,A,D,A,F,A,D,D
10635,D,,A,A,A,F,A,A,A,A,F,D,A,,A,F
10637,D,F,A,A,A,D,A,,A,A,A,A,A,A,,A
10638,A,A,D,,,D,A,A,,A,D,,A,D,D,A
10640,D,D,A,,A,A,C,D,A,,,A,,D,A,A
10641,D,D,A,D,,A,,A,A,D,A,,,F,D,D
10643,,,,D,A,A,A,A,F,A,,A,F,D,D,D
10644,,A,F,D,A,A,D,D,D,A,F,A,,A,,A
10645,,,A,,D,,,A,D,A,D,A,A,D,D,D
10646,A,A,D,,A,A,D,A,,A,F,A,A,A,D,D
10647,A,A,A,A,A,A,A,A,,A,A,D,,,A,
10648,A,F,A,F,D,D,A,,A,A,C,D,A,F,A,A
10653,A,A,D,A,,A,D,,A,A,A,A,A,A,D,A
10655,A,D,D,,A,F,,D,D,D,A,C,,D,A,A
10656,D,A,A,,A,D,A,A,,A,A,A,D,D,A,A
10657,D,,D,F,A,,D,D,,A,A,A,,A,,D
10659,C,A,,A,A,,D,D,A,A,,A,D,D,A,A
10660,D,D,,,A,,,A,D,D,,D,A,A,,F
10661,A,,A,,A,A,,D,A,A,D,D,A,D,F,D
10662,,,,,D,A,,A,A,A,A,,A,A,A,A
10663,A,,D,D,D,A,,,A,F,A,A,A,A,A,D
10664,A,F,D,F,,D,A,D,A,D,,F,,A,D,A
10670,F,F,D,D,F,D,A,D,A,D,,A,D,A,A,F
10673,A,D,A,,C,F,,A,F,D,F,A,A,D,A,D
10678,D,D,A,D,A,D,A,A,A,C,A,D,A,D,A,A
10682,A,D,A,A,D,A,D,,A,,,A,,A,A,A
10686,D,,F,A,A,A,A,A,A,A,A,A,D,D,D,
10688,,A,A,,A,A,A,D,F,A,D,A,D,F,,A
10689,A,A,,A,,A,D,D,A,A,,D,D,A,A,A
10690,A,A,,A,A,D,,D,D,A,D,A,F,,A,F
10691,,A,D,A,A,D,,A,A,A,A,A,A,D,A,A
10695,F,A,A,,D,D,A,A,A,A,A,A,,,D,F
10697,D,F,A,D,D,A,,A,A,,A,A,,D,A,A
10699,A,,A,A,F,A,A,,,,A,A,A,A,,A
10700,D,D,A,A,D,D,A,A,A,A,A,,D,D,,A
10702,A,A,D,F,A,A,A,D,A,A,D,A,D,,D,A
10705,,C,A,F,D,D,D,,,,,A,D,D,A,D
10706,,,A,,A,A,A,A,D,A,A,A,A,A,D,D
10707,D,D,,A,F,,,,C,,A,A,,D,D,A
10710,D,A,C,D,A,D,A,D,D,A,D,A,F,,D,D
10711,D,,,,D,D,A,A,A,,A,,,D,A,A
10712,,,D,D,A,D,D,A,D,,D,A,,,D,D
10713,A,,C,A,A,A,A,D,A,A,A,A,,,A,A
10715,D,C,A,A,D,,,A,D,,,F,A,,D,A
10716,D,A,A,D,,F,,A,,D,A,F,A,A,A,A
10719,D,,A,D,,A,F,D,A,A,,,A,,D,D
10720,D,D,A,,A,A,D,,,A,D,,A,D,A,F
10721,A,D,A,,A,,A,,A,F,,F,F,,A,D
10722,A,A,D,D,A,A,A,A,D,F,A,D,A,A,D,F
10726,A,,A,,A,A,A,,,A,C,A,F,A,A,A
10727,A,A,A,D,,D,A,,A,F,A,A,A,A,A,A
10728,A,A,D,A,D,,A,D,A,A,,A,A,A,A,
10729,A,F,A,A,A,F,D,,,,D,A,A,,A,A
10732,A,A,A,F,D,C,A,F,D,,A,A,A,D,F,D
10735,,D,A,A,F,D,A,A,,,F,A,A,,,D
10736,D,,A,A,F,A,A,D,,A,A,,A,A,D,A
10737,A,D,D,D,A,F,,A,,,A,A,D,A,D,A
10739,C,A,A,A,D,A,,A,A,F,D,D,,A,,A
10740,A,A,A,C,,,,A,A,A,A,A,,A,,D
10742,A,A,A,D,D,A,A,D,D,A,F,A,D,A,A,A
10744,A,D,A,F,A,D,A,A,A,D,A,F,,A,A,D
10745,A,,,F,A,A,A,D,A,A,F,A,D,D,A,F
10747,D,C,A,,,A,A,,A,,,,,A,A,A
10748,A,D,,D,D,A,D,F,D,,A,F,A,D,A,
10755,C,,,A,D,A,A,A,,A,A,A,,A,A,D
10759,,A,A,A,A,A,D,A,A,A,,A,,,D,F
10760,A,F,D,A,,A,D,A,A,A,A,A,D,D,D,
10762,A,,,A,A,D,A,A,D,A,C,A,D,,A,A
10763,A,D,,D,A,A,A,,A,A,A,A,A,D,F,A
10765,A,A,A,F,A,D,D,D,,F,A,D,,A,,A
10766,D,,A,D,A,D,A,D,A,A,A,D,A,D,A,F
10768,A,D,,,,D,,,A,D,A,A,A,A,,A
10769,,D,,A,,A,A,A,D,A,F,,A,D,C,
10771,D,D,A,A,D,A,D,D,,C,,F,D,D,D,D
10772,D,A,,A,,A,A,,D,A,A,A,,A,,D
10775,D,F,,A,F,,A,A,,D,,D,A,,A,D
10776,D,,A,A,A,D,D,A,A,D,A,A,,A,F,D
10778,D,A,A,,A,,D,A,A,,A,A,A,A,A,A
10779,,A,A,,,A,D,D,A,A,D,A,F,A,A,
10780,,A,F,A,,A,D,C,A,F,D,A,D,C,D,D
10781,A,A,F,A,D,,A,,,D,D,A,C,,,A
10783,A,A,D,D,D,A,D,,,F,A,A,D,D,D,F
10784,F,A,,A,A,A,,D,D,A,F,A,D,D,A,D
10786,,,D,A,D,A,D,D,A,,A,D,A,D,,F
10790,,A,A,A,,A,A,A,,A,A,D,F,D,A,F
10791,F,D,D,D,A,A,A,,D,D,A,,A,D,A,A
10792,D,,,A,A,D,F,F,D,D,A,A,F,,A,A
10793,D,A,A,,A,A,A,A,F,,,A,D,D,A,A
10795,A,A,A,,A,A,A,A,A,D,A,A,A,D,,D
10797,A,,D,,F,,,A,A,A,A,F,A,F,D,A
10798,A,F,A,D,D,F,A,,,D,,F,,A,,D
10800,D,,D,A,A,A,D,C,D,A,D,D,,D,A,A
10801,D,,D,D,A,A,F,A,A,D,,,C,D,,D
10802,A,A,A,,D,,D,A,D,,D,A,D,A,D,A
10804,A,A,D,A,D,,A,A,A,A,D,,A,D,D,A
10805,C,A,C,A,A,,A,A,A,C,A,D,F,D,F,A
10807,A,A,D,A,A,A,D,,D,A,D,A,D,,,A
10808,,A,,A,F,,A,A,A,,A,,F,F,,A
10809,D,A,A,F,A,F,A,C,,D,A,A,,,A,D
10811,D,A,A,,A,D,F,,A,F,D,D,A,A,A,A
10814,A,D,A,A,F,A,D,A,A,,D,A,D,,D,D
10815,D,A,A,A,A,,A,D,A,,D,A,A,A,A,
10816,A,D,F,D,A,D,A,A,D,,A,,A,D,D,A
10817,A,,A,A,F,A,A,A,D,A,D,,A,D,A,A
10819,A,F,,D,,A,A,C,C,C,F,A,,A,D,A
10820,,A,A,D,A,A,A,D,D,A,A,A,A,D,A,A
10821,A,D,A,D,A,F,A,A,A,A,A,D,,A,D,A
10822,A,D,A,D,F,,A,F,D,A,D,A,F,A,D,A
10826,A,D,A,F,F,F,A,F,F,D,A,,,A,D,D
10828,D,,D,A,A,A,F,,,A,A,,D,A,A,
10830,A,,A,A,,A,D,,F,A,D,,,D,D,A
10832,A,A,D,A,A,,,,A,,A,F,A,A,A,A
10833,D,D,C,A,D,D,A,,A,A,D,F,D,A,D,D
10834,,,A,A,A,A,A,,D,,A,F,A,,,D
10838,,,A,A,A,D,D,A,D,,F,D,A,A,A,
10839,A,D,A,,A,,D,D,F,,D,A,D,,D,D
10840,A,A,D,D,A,,F,,A,A,,A,A,A,A,
10841,C,F,D,,A,A,,D,A,C,,A,,A,A,D
10842,D,,,D,,A,D,A,A,A,F,,A,,,A
10843,,,,A,A,A,A,A,A,D,A,,,F,,D
10844,D,C,A,A,A,A,A,C,A,,,A,A,D,,A
10847,F,A,D,D,D,A,,,,A,,,D,A,A,A
10848,F,A,,D,A,A,A,D,A,D,A,D,D,A,D,A
10849,A,A,D,F,D,A,A,A,,A,A,A,F,D,A,D
10850,A,A,D,A,,F,,A,A,D,,,,A,D,
10851,A,,A,,D,D,A,,A,A,D,A,A,F,,C
10852,A,,D,A,D,D,D,A,A,A,F,F,,A,A,
10854,D,,,A,,,D,D,D,A,A,A,,D,D,
10857,F,,,A,D,,,A,F,A,D,A,A,A,A,F
10859,A,D,,,,A,D,A,A,,A,,,A,D,
10860,A,,D,A,,A,A,F,,,F,,A,A,A,D
10861,F,D,,A,A,D,A,F,,D,,D,D,F,A,
10863,A,,A,,,,A,A,D,D,A,A,A,A,A,A
10866,D,A,A,,,A,A,A,D,A,A,A,,,F,A
10867,F,A,A,D,A,D,A,A,C,D,F,,D,D,D,A
10871,F,A,A,F,A,D,,D,F,D,A,,A,F,D,A
10872,A,D,,A,C,D,D,D,,A,D,D,A,F,F,
10873,F,D,A,D,,D,D,D,D,D,A,,,D,A,F
10874,A,,A,,A,D,A,D,A,C,A,D,D,A,D,D
10877,,A,D,A,A,A,,A,D,A,A,D,A,A,D,A
10878,,A,D,A,D,D,A,A,A,D,A,C,D,A,A,D
10880,A,A,A,A,D,A,,A,D,A,F,A,D,D,A,D
10884,A,A,A,D,D,A,,F,D,D,F,A,A,A,,D
10886,A,F,A,F,A,A,A,D,,A,A,D,D,A,A,C
10887,D,D,C,D,A,A,A,F,D,,A,F,,A,D,D
10888,,D,A,A,A,A,D,A,F,A,A,A,A,A,A,A
10889,A,A,A,A,A,A,A,D,A,A,A,A,D,A,,A
10890,,D,A,D,D,A,D,A,D,D,D,A,D,A,D,A
10892,D,,F,D,D,A,,,D,D,D,,,D,,A
10893,D,F,D,,A,A,A,,A,D,,F,A,,D,A
10896,A,A,D,A,D,,D,D,D,C,A,A,A,A,D,
10897,A,,A,A,,A,A,C,A,D,D,A,A,A,D,A
10898,A,A,A,A,D,D,D,A,A,D,A,F,A,D,D,A
10899,A,,A,C,A,A,A,A,A,,,A,D,A,,A
10900,,A,,,A,D,A,A,A,A,A,,A,D,A,A
10904,D,,A,A,A,F,A,,A,A,A,,A,A,A,
10906,D,D,,A,D,,D,D,A,D,D,,F,F,,A
10907,A,A,F,A,A,A,D,,D,D,A,D,D,,,D
10908,F,A,,D,F,A,D,D,A,,A,A,A,A,,D
10909,A,F,A,,A,A,F,F,,A,D,,F,D,A,D
10910,A,A,A,D,C,D,F,A,A,,A,D,A,A,D,D
10911,F,,D,,D,D,A,A,D,A,A,D,A,D,,A
10913,D,,A,C,A,A,,,D,A,,A,,A,A,A
10916,A,,D,D,A,D,,,A,D,D,D,D,D,A,
10917,F,A,A,A,A,D,,A,D,D,,,A,A,,A
10919,D,A,A,,D,A,A,A,A,A,A,A,D,D,A,D
10920,A,F,A,A,D,D,D,A,D,A,,F,,D,A,
10921,D,D,D,A,D,A,D,F,A,D,,D,,A,A,A
10924,,A,A,D,,A,A,A,A,,D,,D,A,D,A
10925,A,A,,A,A,,F,D,,A,A,A,A,A,,D
10926,A,A,F,,A,D,,F,,,D,A,A,A,D,A
10927,A,D,A,A,A,D,F,A,,A,A,,,D,F,
10928,,A,A,A,A,,D,A,D,A,A,A,,A,C,A
10929,A,,D,A,D,A,A,A,A,,D,A,,A,A,A
10932,F,A,F,A,D,A,A,,,F,A,,A,D,,
10933,F,A,A,,A,A,D,A,A,D,A,,,A,,A
10937,,,C,A,,D,D,,F,D,D,A,A,A,D,D
10939,D,F,A,,,A,D,A,A,F,A,,F,,F,D
10940,F,,A,D,D,D,A,D,,A,D,C,,A,A,A
10941,A,,A,A,D,A,A,A,,,,D,,D,A,A
10942,,D,,,F,A,D,A,D,D,D,A,A,,A,D
10944,A,A,A,D,A,D,A,A,,F,,A,D,D,D,D
10945,A,A,D,,,A,A,A,D,D,D,,A,A,A,F
10947,A,D,D,D,D,D,A,A,,,,A,A,D,A,A
10948,A,F,D,F,D,D,D,A,A,A,D,D,,A,,
10949,,,A,A,F,,A,A,A,D,D,A,A,A,D,A
10951,,A,D,D,D,D,A,,,D,D,A,,A,D,A
10952,A,A,C,,A,C,D,D,F,A,A,A,D,,F,D
10953,,D,D,,A,F,,D,A,A,A,,A,D,D,A
10954,D,A,A,F,A,D,,A,D,D,,D,A,,A,A
10955,F,D,A,A,F,A,A,A,A,A,,D,D,D,D,
10958,A,A,A,A,D,A,A,A,A,A,A,,F,A,D,F
10963,A,A,A,A,D,D,A,A,C,,A,,,A,D,C
10965,F,,A,A,A,A,A,D,,A,D,A,,D,A,A
10966,,D,,F,A,D,A,D,,A,C,A,A,A,A,A
10967,D,A,,D,,A,D,A,F,,A,D,A,A,A,A
10970,C,D,F,A,D,A,F,,D,A,A,A,A,D,D,A
10973,A,,D,D,A,A,,A,A,,D,A,D,F,D,
10974,A,,,A,A,F,,D,,,,D,D,A,A,D
10977,D,A,D,D,,,A,A,A,,,F,A,F,A,A
10979,A,A,D,A,A,A,,,,A,A,D,A,D,A,C
10983,A,D,D,D,D,,A,A,A,,C,A,D,A,D,A
10989,F,D,A,D,D,D,A,A,D,C,A,,A,A,A,A
10992,F,A,A,D,F,D,A,D,D,A,D,A,A,D,F,A
10993,A,D,A,C,A,A,A,A,D,,A,A,A,D,A,A
10994,D,A,A,,,A,A,D,D,A,A,A,,,A,A
10995,,D,A,A,A,A,A,A,,A,D,D,D,A,A,F
10996,,A,C,F,D,A,,D,,D,A,,A,D,D,D
10997,A,A,A,,A,A,D,A,,D,A,A,F,A,A,
11000,D,A,,,,A,D,D,D,,D,A,,A,D,A
11002,D,A,A,C,A,,D,A,,F,A,D,A,F,,
11003,,D,D,A,,D,,A,D,,A,F,D,,F,
11005,,A,,,A,D,A,A,D,A,A,D,D,A,A,D
11006,A,A,A,C,A,,A,D,A,A,D,F,A,D,D,D
11008,D,F,,A,,A,C,A,A,D,A,A,D,A,A,D
11011,A,,A,D,D,A,D,D,D,D,A,D,D,A,D,D
11012,A,A,A,A,,F,,,A,D,F,A,,F,A,
11013,,,A,D,D,D,D,A,F,A,A,A,D,D,F,A
11014,A,A,F,D,A,A,A,F,A,F,D,A,A,D,A,
11018,F,F,A,D,,A,D,A,A,F,A,,D,D,D,F
11019,A,A,D,A,F,A,,,,,F,A,D,A,A,D
11020,D,A,D,,A,A,,D,,,A,,,D,D,
11023,A,A,A,D,,F,A,D,A,D,A,F,D,F,D,A
11024,,,,,F,,F,A,D,D,,,D,D,D,A
11028,A,A,,D,D,A,A,C,D,F,A,D,A,A,D,A
11029,,,A,A,A,,A,D,A,D,A,A,F,A,A,A
11031,A,,,A,,A,A,A,,,D,D,F,,,D
11035,D,A,A,A,D,D,A,,A,A,A,D,D,A,A,A
11038,F,F,D,D,,,A,A,A,,F,D,D,A,,C
11039,A,D,A,A,A,F,D,D,A,A,,,C,A,F,A
11040,,D,D,A,A,F,A,D,F,,D,A,,D,A,A
11042,D,A,A,D,A,A,A,C,C,A,D,D,A,A,D,D
11043,A,F,,A,A,A,A,A,A,F,A,,A,,A,A
11044,,A,F,D,F,,D,A,A,A,A,D,A,A,,
11045,F,F,A,A,A,F,A,A,A,A,D,F,A,A,D,A
11046,A,,D,,D,A,,F,D,,,D,,A,,A
11047,A,D,D,A,,F,A,A,,A,A,A,A,A,D,D
11049,D,A,A,A,A,,D,D,,A,D,A,D,D,F,F
11050,F,,D,,A,D,A,A,D,D,,,A,D,,D
11054,,D,,,,A,,A,,A,D,A,D,F,A,D
11055,C,D,A,D,A,A,A,,,A,,D,D,A,D,
11058,,,D,,D,A,D,A,A,A,A,D,A,D,A,D
11060,A,A,A,D,,D,A,D,A,C,A,A,A,,,D
11063,A,D,F,A,D,,A,F,A,A,,,A,A,D,
11065,F,,A,D,A,A,D,C,D,A,A,,A,D,D,C
11067,D,A,A,D,A,A,A,A,D,,A,F,,D,F,A
11068,,,A,A,A,A,,,A,D,C,D,D,,,D
11069,D,A,A,,A,A,D,D,A,D,F,A,A,D,A,F
11070,D,A,A,A,A,A,D,A,D,A,D,A,D,D,,A
11071,D,A,,,,F,F,,,,A,D,A,D,A,A
11072,A,A,F,A,A,A,D,D,A,D,A,A,A,,D,
11073,A,A,,A,,D,A,A,D,D,F,,A,A,A,
11076,A,A,,,F,,F,,A,A,D,D,A,A,A,
11079,C,,D,D,A,D,,A,D,A,D,,A,A,A,D
11080,,D,D,D,D,A,A,D,A,,A,,,D,D,
11081,D,,D,,D,C,D,A,,D,D,A,,A,A,A
11082,A,C,D,A,A,D,A,A,C,D,,A,A,A,A,A
11083,A,D,,A,A,,A,A,,A,D,A,,D,D,D
11084,D,A,A,F,A,C,D,F,F,D,,A,A,A,,A
11087,,,A,A,A,D,D,,A,,A,,A,D,,
11091,D,A,,A,C,,,A,D,D,F,A,A,,F,A
11092,F,A,D,A,A,A,D,,D,D,C,,D,,A,D
11093,A,A,F,A,A,A,,A,D,,A,A,F,D,A,
11094,D,A,,D,A,A,A,F,F,A,,,A,D,,F
11096,D,,A,A,,,A,,D,,D,D,D,,A,F
11099,,A,,,,A,A,D,D,,D,F,,A,A,A
11101,,F,A,A,,A,A,D,A,A,A,,A,A,A,A
11102,A,D,A,D,D,D,A,A,A,,A,A,A,D,A,D
11103,,A,A,F,F,D,,A,F,A,D,D,D,A,A,D
11104,A,F,D,,D,A,D,A,A,,A,,D,A,A,
11105,A,A,D,,A,D,,D,D,A,D,D,D,A,A,A
11107,,,,A,A,A,A,D,D,,C,,A,D,A,C
11108,D,D,,A,D,F,D,A,D,F,D,,A,A,A,D
11110,D,A,A,D,,,C,D,A,,A,C,,D,A,
11111,F,,,,D,A,D,D,A,A,A,C,,D,A,
11115,,A,A,D,,A,D,D,D,A,D,A,D,A,,
11116,,A,D,,A,F,A,D,A,A,A,A,A,A,A,
11118,D,,A,D,D,D,D,A,,,F,,D,A,A,D
11119,A,A,,A,,,A,A,A,F,A,D,A,,A,
11121,,A,,A,A,A,D,A,,A,A,A,A,D,A,
11122,D,A,A,A,A,A,A,D,A,D,A,D,A,A,F,A
11124,D,F,A,A,D,D,,,D,D,A,,F,A,D,A
11125,A,A,D,A,D,A,,A,A,F,A,,A,A,D,D
11126,D,A,,A,,A,F,,,D,D,D,A,A,A,A
11128,D,,F,D,D,,D,A,D,D,D,F,A,A,F,D
